room,ds,y,yhat,yhat_lower,yhat_upper
LH-101,2024-04-08 00:00:00,0.2690166666666667,0.197160971834289,-0.3133120320891199,0.6819025579068003
LH-101,2024-04-08 01:00:00,0.244125,0.3200129784428676,-0.142263181103667,0.8338886171068481
LH-101,2024-04-08 02:00:00,0.25961666666666666,0.4852868368661952,0.015937583148762324,0.9981312480961283
LH-101,2024-04-08 03:00:00,0.22763333333333333,0.4999087474211375,0.013459357205223859,0.9644665972935201
LH-101,2024-04-08 04:00:00,0.21466666666666667,0.3347837602573146,-0.19250517920306323,0.8207711574011579
LH-101,2024-04-08 05:00:00,0.22448333333333334,0.2007105345509595,-0.2570668003047569,0.7010568748621139
LH-101,2024-04-08 06:00:00,0.24175,0.3597166671857215,-0.13030231571393663,0.8418528428632419
LH-101,2024-04-08 07:00:00,0.22918333333333332,0.84428359600877,0.38009602613162075,1.353047671460908
LH-101,2024-04-08 08:00:00,1.8185333333333331,1.3712832806914312,0.853267934503907,1.86838064790007
LH-101,2024-04-08 09:00:00,1.8309666666666666,1.5622057197544643,1.0788267339042887,2.0414034260978533
LH-101,2024-04-08 10:00:00,1.954625,1.2805094244230957,0.8307001341116229,1.7446502979558827
LH-101,2024-04-08 11:00:00,0.2697083333333333,0.7681926893314974,0.28746516173539666,1.295668969262409
LH-101,2024-04-08 12:00:00,0.25199166666666667,0.44227106529887533,-0.021362435650411637,0.9359677778178513
LH-101,2024-04-08 13:00:00,0.23043333333333335,0.5317530328819661,0.014457301374284819,1.0294297059686544
LH-101,2024-04-08 14:00:00,1.824025,0.888351761196828,0.40318343705254206,1.3934484137098437
LH-101,2024-04-08 15:00:00,1.7829416666666666,1.1404691386411132,0.6583338780276021,1.62629472576424
LH-101,2024-04-08 16:00:00,1.842525,1.0374600512690104,0.5185437123000664,1.5278104813722633
LH-101,2024-04-08 17:00:00,0.22824999999999998,0.6601299745955239,0.2193870406260902,1.1598395847933076
LH-101,2024-04-08 18:00:00,0.23863333333333334,0.31379041946259884,-0.17876215647770627,0.8091555718045652
LH-101,2024-04-08 19:00:00,0.21790833333333334,0.22809983281026783,-0.2450443946406315,0.7035412739684774
LH-101,2024-04-08 20:00:00,0.23984166666666665,0.36146864055817085,-0.11597431320655464,0.8350802696648421
LH-101,2024-04-08 21:00:00,0.23841666666666664,0.4853707596800168,-0.02040548499728497,0.94432239760383
LH-101,2024-04-08 22:00:00,0.280225,0.4386391817263726,-0.04454811568017627,0.9088799128729979
LH-101,2024-04-08 23:00:00,0.24650000000000002,0.28217551974706095,-0.1872581709752245,0.7785199719213669
LH-101,2024-04-09 00:00:00,0.21950833333333333,0.20388704065110508,-0.2794809708538239,0.6919872181347653
LH-101,2024-04-09 01:00:00,0.24105833333333335,0.2907527083497791,-0.21503724985526437,0.7805133325156753
LH-101,2024-04-09 02:00:00,0.216325,0.42206667020307687,-0.10352982983828563,0.9187586602747908
LH-101,2024-04-09 03:00:00,0.22154166666666666,0.40509877028521796,-0.0709999473576827,0.8801765671862376
LH-101,2024-04-09 04:00:00,0.32565,0.21106440513546348,-0.22567374903574286,0.7047958497821468
LH-101,2024-04-09 05:00:00,0.22669166666666665,0.05103587455344222,-0.40106368913442564,0.5417054064032651
LH-101,2024-04-09 06:00:00,0.24746666666666664,0.18727477282763882,-0.2839703072339631,0.667532867972533
LH-101,2024-04-09 07:00:00,0.21966666666666668,0.6524544595417592,0.16276153328304893,1.1470987074302768
LH-101,2024-04-09 08:00:00,1.7741583333333333,1.1635948408655794,0.6831280692064108,1.6444467240657452
LH-101,2024-04-09 09:00:00,1.686416666666667,1.3422885405473812,0.8665158641967217,1.8485439778797605
LH-101,2024-04-09 10:00:00,1.8921000000000001,1.0520505961136026,0.530370462407646,1.5411484004004417
LH-101,2024-04-09 11:00:00,0.21571666666666667,0.5348895263379597,0.05034393419112975,1.0319592400121251
LH-101,2024-04-09 12:00:00,0.24815833333333334,0.2077851755104415,-0.28028659590426697,0.6825207226540871
LH-101,2024-04-09 13:00:00,0.22561666666666666,0.2996653258670484,-0.20560328121524069,0.7997108500696269
LH-101,2024-04-09 14:00:00,0.21161666666666668,0.66211894778557,0.1281296147951032,1.1562845341491614
LH-101,2024-04-09 15:00:00,0.23096666666666665,0.9233822533863381,0.4164493243668182,1.384019508412022
LH-101,2024-04-09 16:00:00,0.3654833333333333,0.8326055012945903,0.40338464723763706,1.303510316776342
LH-101,2024-04-09 17:00:00,0.266025,0.4703535840623525,-0.004852608075054723,0.9661759391749792
LH-101,2024-04-09 18:00:00,0.31725000000000003,0.14166489911369146,-0.3051372760500536,0.5757319947161028
LH-101,2024-04-09 19:00:00,0.22926666666666665,0.0758960586852579,-0.3788622669776835,0.5956900306080555
LH-101,2024-04-09 20:00:00,0.2876416666666667,0.23113107647827102,-0.2485894133435796,0.7256488215338535
LH-101,2024-04-09 21:00:00,0.21482500000000002,0.37849730361282846,-0.11009081561207401,0.8798843822454055
LH-101,2024-04-09 22:00:00,0.2657,0.35646565940051095,-0.1533637763975508,0.8009230513986103
LH-101,2024-04-09 23:00:00,0.20014166666666666,0.2255649886691216,-0.26499179744112805,0.6771264127575455
LH-101,2024-04-10 00:00:00,0.25495,0.17332400610558368,-0.3206369220038001,0.6274154471333652
LH-101,2024-04-10 01:00:00,0.27313333333333334,0.28634228981103144,-0.21164643635600658,0.7872207941200428
LH-101,2024-04-10 02:00:00,0.22883333333333333,0.4435386938788888,-0.04843249460041188,0.91494075308264
LH-101,2024-04-10 03:00:00,0.22924166666666665,0.45181670060224277,-0.05120327101181485,0.9129889486730771
LH-101,2024-04-10 04:00:00,0.26705833333333334,0.2820389665835285,-0.19258298721443312,0.7496370393926938
LH-101,2024-04-10 05:00:00,0.21254166666666666,0.14494315632803795,-0.35068481371128174,0.6576132817404553
LH-101,2024-04-10 06:00:00,0.22972499999999998,0.302478552065017,-0.17665838273404166,0.7843758610113516
LH-101,2024-04-10 07:00:00,0.228375,0.7870324262477355,0.28858284720146515,1.245240499578803
LH-101,2024-04-10 08:00:00,1.837275,1.3153683584991251,0.8666244476607453,1.8229010655820133
LH-101,2024-04-10 09:00:00,1.8047000000000002,1.508855533223828,1.036337187877949,1.9741125408226037
LH-101,2024-04-10 10:00:00,1.8752250000000001,1.230821113589574,0.7303849195779999,1.6903389729341523
LH-101,2024-04-10 11:00:00,0.2762833333333333,0.7231235064367538,0.2508906558476005,1.185641960403152
LH-101,2024-04-10 12:00:00,0.24383333333333335,0.4026318966539202,-0.10737016686857277,0.9047259854229294
LH-101,2024-04-10 13:00:00,0.254825,0.49820402207131703,0.04808630449630835,0.9904282184908237
LH-101,2024-04-10 14:00:00,1.8297166666666669,0.8614000464390097,0.4003667459462473,1.3709861193494044
LH-101,2024-04-10 15:00:00,1.832975,1.1204686888883697,0.6328252629810855,1.6154381968017033
LH-101,2024-04-10 16:00:00,1.704,1.0246135593303984,0.5688680312547086,1.5320368945612166
LH-101,2024-04-10 17:00:00,0.22858333333333333,0.654492738813468,0.16572464846956603,1.1173931500330632
LH-101,2024-04-10 18:00:00,0.22976666666666667,0.3152761207223743,-0.1767651834468478,0.8260295405821563
LH-101,2024-04-10 19:00:00,0.24026666666666666,0.2364880895013488,-0.28211301196161576,0.735072200657933
LH-101,2024-04-10 20:00:00,0.25225000000000003,0.3764142029401691,-0.09230816541319058,0.8361265674398494
LH-101,2024-04-10 21:00:00,0.24389166666666665,0.5064141843006283,0.03152586792586957,0.9873128527040115
LH-101,2024-04-10 22:00:00,0.197275,0.4652188095450075,-0.013742934280830734,0.9971988141747343
LH-101,2024-04-10 23:00:00,0.20790833333333333,0.31364056589843525,-0.19011114160430304,0.7990164655554228
LH-101,2024-04-11 00:00:00,0.24273333333333333,0.2395115916580502,-0.24177652092047458,0.7101162849997817
LH-101,2024-04-11 01:00:00,0.18578333333333333,0.3297504123288061,-0.1658734334546867,0.7818348649127785
LH-101,2024-04-11 02:00:00,0.259575,0.46360589928895873,-0.045263091969779685,0.9623861467380413
LH-101,2024-04-11 03:00:00,0.20136666666666667,0.4483180302264317,-0.030412665077527556,0.913702417835072
LH-101,2024-04-11 04:00:00,0.26169166666666666,0.2550877664624782,-0.2414850200689497,0.7687279465322899
LH-101,2024-04-11 05:00:00,0.2679666666666667,0.09498820155879262,-0.406823341304155,0.5664503409787486
LH-101,2024-04-11 06:00:00,0.3710333333333333,0.2302965322194379,-0.23095589503852265,0.7106915599603054
LH-101,2024-04-11 07:00:00,0.228325,0.6937158984338888,0.213605692365016,1.1667965415698074
LH-101,2024-04-11 08:00:00,1.7796666666666667,1.2023093344060316,0.7070778375855775,1.6793893119912224
LH-101,2024-04-11 09:00:00,1.7287666666666668,1.3777249237850828,0.874664147969719,1.8813490209551398
